imp_bin,count,mean,std,min,max,state,predictor
50-55,1817,36.21708,18.698164,0.97,157.53,Georgia,mean
55-60,1424,40.404606,20.782682,2.18,180.26,Georgia,mean
60-65,1106,47.219196,24.166748,0.94,208.32,Georgia,mean
65-70,854,54.733196,30.151909,5.61,294.75,Georgia,mean
70-75,569,59.989193,31.86875,5.68,266.52,Georgia,mean
75-80,432,73.476456,50.354248,1.74,460.71,Georgia,mean
80-85,232,96.099785,70.26772,5.52,462.89,Georgia,mean
85-90,70,119.020424,89.00978,6.08,349.83,Georgia,mean
90-95,2,20.255001,5.423509,16.42,24.09,Georgia,mean
95-100,0,,,,,Georgia,mean
0-5,683782,0.7156989,0.9850666,0.0,102.59,Alabama,mean
5-10,27747,2.771405,3.4773574,0.0,76.0,Alabama,mean
10-15,11165,5.199845,5.250367,0.0,91.11,Alabama,mean
15-20,7082,7.699496,6.9522815,0.34,121.35,Alabama,mean
20-25,5142,10.394284,8.162325,0.36,109.46,Alabama,mean
25-30,3948,13.346596,9.694328,0.38,125.1,Alabama,mean
30-35,2949,16.59102,11.148603,0.41,87.76,Alabama,mean
35-40,2278,19.999527,12.898078,0.0,106.13,Alabama,mean
40-45,1707,23.766542,14.211098,0.53,129.92,Alabama,mean
45-50,1332,29.294573,16.567596,0.47,159.5,Alabama,mean
50-55,964,34.536587,20.845184,1.06,152.48,Alabama,mean
55-60,722,39.08111,21.395308,2.01,159.82,Alabama,mean
60-65,479,43.466053,24.641788,0.55,210.66,Alabama,mean
65-70,381,51.00404,29.243776,0.52,167.56,Alabama,mean
70-75,254,55.098816,29.87503,0.5,213.55,Alabama,mean
75-80,176,65.03421,32.182842,11.05,203.6,Alabama,mean
80-85,111,77.618645,42.250145,0.55,200.44,Alabama,mean
85-90,53,99.08415,56.64592,3.21,183.25,Alabama,mean
90-95,4,56.865,76.86263,3.91,166.96,Alabama,mean
95-100,0,,,,,Alabama,mean
0-5,1287738,0.35707572,3.780568,0.0,2395.22,Utah,mean
5-10,12659,1.4256711,2.9381902,0.0,64.35,Utah,mean
10-15,4060,3.71333,20.745365,0.16,1197.82,Utah,mean
15-20,2211,5.3695073,6.6547313,0.18,104.23,Utah,mean
20-25,1681,9.163307,77.95116,0.24,3190.19,Utah,mean
25-30,1587,9.066717,9.665388,0.24,149.71,Utah,mean
30-35,1437,11.80689,9.945363,0.29,149.45,Utah,mean
35-40,1524,18.682966,136.83867,0.3,4893.93,Utah,mean
40-45,1755,17.091425,10.7888775,0.24,98.61,Utah,mean
45-50,1959,19.852505,10.980958,0.41,107.6,Utah,mean
50-55,1503,24.666973,13.062998,0.25,99.83,Utah,mean
55-60,881,35.00759,127.1553,0.93,3767.74,Utah,mean
60-65,670,38.13585,19.899416,0.28,157.33,Utah,mean
65-70,457,47.15219,21.270376,6.6,159.07,Utah,mean
70-75,376,54.47455,26.673885,3.11,279.94,Utah,mean
75-80,264,57.579052,28.75744,2.53,191.57,Utah,mean
80-85,141,73.30298,43.037304,1.86,255.57,Utah,mean
85-90,31,87.826454,67.72344,1.68,248.64,Utah,mean
90-95,0,,,,,Utah,mean
95-100,0,,,,,Utah,mean
0-5,572990,1.0419815,2.4240122,0.0,1246.36,Ohio,mean
5-10,52999,2.6829195,10.126972,0.32,1484.89,Ohio,mean
10-15,17093,5.4949684,10.947467,0.37,989.77,Ohio,mean
15-20,11129,8.4207945,7.134755,0.45,158.75,Ohio,mean
20-25,8972,11.13435,18.00805,0.41,1551.07,Ohio,mean
25-30,7916,13.8861685,30.051523,0.62,1915.17,Ohio,mean
30-35,7133,16.088196,31.166842,0.41,2526.36,Ohio,mean
35-40,6109,19.409292,25.082176,0.61,1220.07,Ohio,mean
40-45,5103,22.562765,23.867933,0.68,1103.91,Ohio,mean
45-50,4185,26.812212,16.77638,0.39,664.52,Ohio,mean
50-55,3449,31.31351,16.665194,1.18,395.72,Ohio,mean
55-60,2837,36.629097,21.900507,1.45,685.24,Ohio,mean
60-65,2258,41.546085,23.547436,1.66,502.97,Ohio,mean
65-70,1789,47.583164,21.968826,2.9,193.34,Ohio,mean
70-75,1234,55.802673,37.250324,1.72,554.52,Ohio,mean
75-80,784,60.88931,32.386723,1.79,407.88,Ohio,mean
80-85,494,75.64567,51.669846,5.29,560.33,Ohio,mean
85-90,212,95.95911,74.03716,6.27,472.32,Ohio,mean
90-95,4,21.9875,15.873912,7.5,41.41,Ohio,mean
95-100,0,,,,,Ohio,mean
0-5,3515802,0.78271407,8.940751,0.0,7652.71,Texas,mean
5-10,99037,3.6127253,13.28121,0.0,1695.3,Texas,mean
10-15,35857,6.3560786,12.00459,0.26,588.49,Texas,mean
15-20,22437,10.152109,97.69758,0.22,14270.2,Texas,mean
20-25,16875,12.803293,24.06606,0.28,2429.95,Texas,mean
25-30,14101,15.820921,16.104345,0.28,667.95,Texas,mean
30-35,12716,19.706266,20.27826,0.43,1413.71,Texas,mean
35-40,12465,23.428003,17.866879,0.46,825.15,Texas,mean
40-45,13030,27.280266,18.521664,0.48,390.97,Texas,mean
45-50,13028,31.637085,22.21205,0.74,1126.03,Texas,mean
50-55,12043,36.738476,34.805603,0.68,2114.14,Texas,mean
55-60,10071,42.44271,26.746407,0.54,952.43,Texas,mean
60-65,7045,53.554665,37.958275,0.72,1994.87,Texas,mean
65-70,4638,67.02765,33.348923,0.51,349.09,Texas,mean
70-75,3329,82.33388,44.481163,4.94,830.02,Texas,mean
75-80,2270,93.86344,44.212696,2.91,694.42,Texas,mean
80-85,1094,111.64157,89.903824,1.36,2423.67,Texas,mean
85-90,241,125.28307,64.032455,3.61,371.12,Texas,mean
90-95,9,95.10889,55.133442,18.29,201.95,Texas,mean
95-100,0,,,,,Texas,mean
0-5,1561882,0.38487098,0.65479094,0.0,193.89,Colorado,mean
5-10,18006,1.9354998,4.654493,0.13,371.35,Colorado,mean
10-15,5895,4.4017386,8.383437,0.22,345.14,Colorado,mean
15-20,3750,6.3769493,8.018873,0.26,122.98,Colorado,mean
20-25,2803,9.074659,9.745907,0.25,119.79,Colorado,mean
25-30,2481,11.281951,10.943082,0.31,179.54,Colorado,mean
30-35,2493,14.519478,12.332169,0.42,179.65,Colorado,mean
35-40,2678,17.736883,12.591974,0.37,146.46,Colorado,mean
40-45,3107,20.690262,13.738894,0.91,161.24,Colorado,mean
45-50,2951,24.656456,15.363708,0.44,151.92,Colorado,mean
50-55,2246,27.967916,17.870516,0.54,223.76,Colorado,mean
55-60,1505,36.32337,21.340813,2.1,191.04,Colorado,mean
60-65,974,45.35009,23.075645,2.06,212.69,Colorado,mean
65-70,631,57.371002,26.89539,0.76,224.35,Colorado,mean
70-75,329,63.836685,27.153015,3.23,220.84,Colorado,mean
75-80,228,75.64088,36.154453,4.12,238.72,Colorado,mean
80-85,79,95.8176,62.63104,16.55,241.71,Colorado,mean
85-90,11,74.05545,60.148014,25.9,235.84,Colorado,mean
90-95,0,,,,,Colorado,mean
95-100,0,,,,,Colorado,mean
0-5,398828,1.0171562,1.246745,0.0,84.85,South Carolina,mean
5-10,24802,3.1694465,3.4376104,0.0,83.99,South Carolina,mean
10-15,10500,5.648252,5.611402,0.37,133.13,South Carolina,mean
15-20,6904,7.916896,6.4991302,0.44,128.93,South Carolina,mean
20-25,5303,10.364267,7.728323,0.5,122.69,South Carolina,mean
25-30,4350,12.747673,8.711938,0.54,102.86,South Carolina,mean
30-35,3456,15.624004,10.583415,0.54,98.12,South Carolina,mean
35-40,2543,18.663685,11.592421,0.76,94.87,South Carolina,mean
40-45,1873,22.55859,13.233954,0.55,133.36,South Carolina,mean
45-50,1393,26.167969,14.758222,0.61,110.98,South Carolina,mean
50-55,1038,31.488071,15.919195,1.08,122.63,South Carolina,mean
55-60,712,37.365944,18.459606,1.47,116.01,South Carolina,mean
60-65,493,40.642334,19.61693,0.6,143.92,South Carolina,mean
65-70,350,50.527485,29.197094,0.84,389.17,South Carolina,mean
70-75,286,55.156395,33.780724,1.15,375.3,South Carolina,mean
75-80,161,65.22789,29.703287,15.08,168.04,South Carolina,mean
80-85,88,78.12818,54.71324,16.31,422.2,South Carolina,mean
85-90,21,93.30857,88.401955,1.37,417.19,South Carolina,mean
90-95,1,28.89,,28.89,28.89,South Carolina,mean
95-100,0,,,,,South Carolina,mean
0-5,973118,0.6547159,1.0347258,0.15,195.71,Oklahoma,mean
5-10,27941,2.460403,4.1114445,0.26,135.59,Oklahoma,mean
10-15,8295,5.248323,7.1005,0.28,149.45,Oklahoma,mean
15-20,4577,8.437791,9.596827,0.33,171.08,Oklahoma,mean
20-25,3194,11.114566,10.471355,0.34,182.66,Oklahoma,mean
25-30,2598,13.993173,12.19518,0.35,234.23,Oklahoma,mean
30-35,2356,17.171143,14.209596,0.49,173.33,Oklahoma,mean
35-40,2178,19.520128,13.501589,0.46,141.56,Oklahoma,mean
40-45,2056,24.079212,15.100757,0.93,129.39,Oklahoma,mean
45-50,2146,27.720087,16.733322,0.93,161.04,Oklahoma,mean
50-55,1743,33.87249,19.784874,0.95,188.72,Oklahoma,mean
55-60,1236,41.104046,24.949234,1.7,194.81,Oklahoma,mean
60-65,823,47.391533,24.607769,1.37,215.19,Oklahoma,mean
65-70,585,55.80812,28.165707,4.64,183.33,Oklahoma,mean
70-75,401,63.796207,33.46068,2.04,209.05,Oklahoma,mean
75-80,228,73.69048,39.997345,3.02,237.91,Oklahoma,mean
80-85,135,85.41548,46.155174,4.61,284.51,Oklahoma,mean
85-90,53,122.64434,84.57134,40.66,415.79,Oklahoma,mean
90-95,0,,,,,Oklahoma,mean
95-100,0,,,,,Oklahoma,mean
0-5,551182,0.8797157,1.1473266,0.22,119.06,Tennessee,mean
5-10,26819,3.2306738,3.834809,0.29,79.54,Tennessee,mean
10-15,12391,5.882558,6.067978,0.32,141.37,Tennessee,mean
15-20,7876,8.980547,7.732488,0.39,90.48,Tennessee,mean
20-25,5827,12.277019,9.330466,0.39,111.71,Tennessee,mean
25-30,4654,15.847296,10.648256,0.55,140.34,Tennessee,mean
30-35,3790,19.485674,12.734355,0.48,215.79,Tennessee,mean
35-40,2847,23.320633,14.075132,0.42,205.86,Tennessee,mean
40-45,2276,28.191072,15.995015,0.8,214.37,Tennessee,mean
45-50,1607,32.535336,17.486298,1.45,155.63,Tennessee,mean
50-55,1292,39.01056,20.673552,1.24,236.39,Tennessee,mean
55-60,1014,45.065052,26.790176,1.29,361.69,Tennessee,mean
60-65,760,53.230827,25.597729,4.27,243.89,Tennessee,mean
65-70,637,59.021023,35.28449,1.74,583.15,Tennessee,mean
70-75,487,66.74019,31.439896,5.84,216.3,Tennessee,mean
75-80,309,70.252266,35.566933,12.0,246.61,Tennessee,mean
80-85,178,87.573875,51.989826,3.55,243.26,Tennessee,mean
85-90,77,130.09845,116.49269,11.7,586.87,Tennessee,mean
90-95,0,,,,,Tennessee,mean
95-100,0,,,,,Tennessee,mean
0-5,1588165,0.35847247,0.62408334,-0.26,131.53,Wyoming,mean
5-10,12584,1.1067618,2.78829,0.09,108.29,Wyoming,mean
10-15,2530,2.7653596,4.751916,0.14,82.0,Wyoming,mean
15-20,1152,5.6365366,7.466135,0.17,81.25,Wyoming,mean
20-25,725,7.5676966,7.246677,0.29,61.98,Wyoming,mean
25-30,537,9.373687,7.773628,0.26,57.11,Wyoming,mean
30-35,482,11.45832,9.298167,0.35,56.91,Wyoming,mean
35-40,427,14.14267,12.061941,0.41,154.52,Wyoming,mean
40-45,424,17.93816,15.4997225,0.42,144.27,Wyoming,mean
45-50,366,19.710602,12.36394,1.54,81.85,Wyoming,mean
50-55,335,22.962448,14.768006,0.8,99.94,Wyoming,mean
55-60,178,27.203596,15.314784,0.38,78.15,Wyoming,mean
60-65,118,30.36661,17.953222,3.93,114.73,Wyoming,mean
65-70,69,38.15826,22.928844,3.61,129.18,Wyoming,mean
70-75,31,51.151287,31.941708,13.89,149.63,Wyoming,mean
75-80,27,55.924442,20.913729,7.99,107.17,Wyoming,mean
80-85,6,58.789997,29.945158,28.93,104.2,Wyoming,mean
85-90,0,,,,,Wyoming,mean
90-95,0,,,,,Wyoming,mean
95-100,0,,,,,Wyoming,mean
0-5,1222758,0.77130383,8.60433,0.03,2449.54,North Dakota,mean
5-10,19890,4.1553745,31.90478,0.19,1221.83,North Dakota,mean
10-15,3980,5.6348543,22.853376,0.25,812.22,North Dakota,mean
15-20,1755,7.69188,27.824167,0.3,641.14,North Dakota,mean
20-25,1093,9.087484,16.516235,0.33,443.34,North Dakota,mean
25-30,855,10.6331,11.055316,0.45,104.87,North Dakota,mean
30-35,686,13.889738,25.894768,0.49,612.85,North Dakota,mean
35-40,578,17.927336,29.815971,0.69,655.49,North Dakota,mean
40-45,584,19.751284,15.288103,0.8,130.57,North Dakota,mean
45-50,588,24.142551,15.846856,1.02,111.41,North Dakota,mean
50-55,585,28.728819,16.90575,1.42,108.48,North Dakota,mean
55-60,461,37.10369,20.356369,6.13,135.07,North Dakota,mean
60-65,358,45.57877,26.92995,2.14,274.39,North Dakota,mean
65-70,233,56.360172,31.970173,11.82,288.36,North Dakota,mean
70-75,158,63.57234,31.930456,10.35,274.96,North Dakota,mean
75-80,114,69.92587,27.500998,19.33,200.86,North Dakota,mean
80-85,44,85.17409,31.526814,44.32,202.45,North Dakota,mean
85-90,7,106.74572,15.915833,85.04,122.75,North Dakota,mean
90-95,0,,,,,North Dakota,mean
95-100,0,,,,,North Dakota,mean
0-5,557804,0.7896991,0.9265745,0.22,70.6,Kentucky,mean
5-10,23083,2.6387615,3.505239,0.32,89.27,Kentucky,mean
10-15,8717,4.908641,5.2490153,0.32,63.83,Kentucky,mean
15-20,4844,7.943664,6.7762733,0.42,71.71,Kentucky,mean
20-25,3462,11.017599,8.398072,0.41,150.78,Kentucky,mean
25-30,2869,14.026173,9.488158,0.49,86.52,Kentucky,mean
30-35,2424,17.732277,11.493743,0.52,205.59,Kentucky,mean
35-40,1865,21.139538,11.897642,0.56,132.34,Kentucky,mean
40-45,1599,24.94982,13.407943,0.85,140.82,Kentucky,mean
45-50,1165,30.485184,16.538317,0.5,157.22,Kentucky,mean
50-55,972,35.235176,19.802124,0.75,258.38,Kentucky,mean
55-60,731,39.91594,18.228312,1.84,116.43,Kentucky,mean
60-65,548,46.161095,21.912354,0.9,194.55,Kentucky,mean
65-70,407,53.700516,24.77155,1.88,138.94,Kentucky,mean
70-75,272,58.445183,28.424652,1.35,164.92,Kentucky,mean
75-80,234,69.437775,32.464703,3.18,190.53,Kentucky,mean
80-85,124,87.26637,46.186787,0.89,233.44,Kentucky,mean
85-90,48,111.31042,50.69725,29.19,226.22,Kentucky,mean
90-95,0,,,,,Kentucky,mean
95-100,0,,,,,Kentucky,mean
0-5,577507,0.46469957,0.37671906,0.0,57.5,Maine,mean
5-10,14250,1.2288042,1.6196749,0.0,38.55,Maine,mean
10-15,3949,2.3170118,2.6058912,0.3,29.46,Maine,mean
15-20,1932,4.014534,4.6137767,0.35,83.3,Maine,mean
20-25,1225,5.4054284,4.625408,0.0,54.08,Maine,mean
25-30,851,6.905135,5.14731,0.32,41.92,Maine,mean
30-35,650,8.469723,6.280042,0.41,49.16,Maine,mean
35-40,536,11.20985,7.211111,0.43,63.17,Maine,mean
40-45,382,12.662486,8.389361,0.53,53.0,Maine,mean
45-50,310,15.090775,8.898874,0.39,54.99,Maine,mean
50-55,250,18.7736,11.141669,0.46,76.73,Maine,mean
55-60,164,21.607073,12.952322,0.47,78.31,Maine,mean
60-65,129,22.212946,12.317903,0.56,66.87,Maine,mean
65-70,69,27.640291,14.897003,0.5,77.01,Maine,mean
70-75,61,33.98672,17.688723,0.48,97.98,Maine,mean
75-80,28,36.923214,14.284583,5.54,65.76,Maine,mean
80-85,21,46.59952,16.466593,16.63,84.21,Maine,mean
85-90,8,71.62,15.753483,39.24,87.37,Maine,mean
90-95,0,,,,,Maine,mean
95-100,0,,,,,Maine,mean
0-5,784892,0.71156496,1.8481228,0.0,935.15,New York,mean
5-10,40479,2.143825,3.4161487,0.0,231.0,New York,mean
10-15,16150,4.1729126,9.326101,0.0,884.34,New York,mean
15-20,10346,6.299972,6.885411,0.0,143.54,New York,mean
20-25,7789,8.482393,14.8546095,0.0,1152.62,New York,mean
25-30,6322,10.64304,8.187791,0.55,99.32,New York,mean
30-35,4996,13.496791,11.606896,0.62,452.06,New York,mean
35-40,4096,15.950549,10.157598,0.0,92.91,New York,mean
40-45,3396,19.38674,11.66913,0.45,154.76,New York,mean
45-50,2873,23.02274,12.768122,0.0,155.78,New York,mean
50-55,2650,27.005095,14.188573,0.0,218.86,New York,mean
55-60,2240,31.187695,15.480109,0.77,209.28,New York,mean
60-65,1940,36.38709,16.970495,0.0,201.28,New York,mean
65-70,1558,43.501007,19.124142,2.37,143.22,New York,mean
70-75,1366,49.757767,23.273563,1.29,360.44,New York,mean
75-80,1186,61.59178,30.330696,3.69,415.64,New York,mean
80-85,1061,75.8348,36.46656,2.63,391.44,New York,mean
85-90,281,96.23274,50.604607,7.02,302.6,New York,mean
90-95,5,139.382,57.298058,77.97,231.41,New York,mean
95-100,0,,,,,New York,mean
0-5,1691780,0.32448825,0.5348395,0.0,117.02,Nevada,mean
5-10,12990,1.2039,4.0530806,0.13,109.44,Nevada,mean
10-15,3026,3.5064902,7.817756,0.17,106.01,Nevada,mean
15-20,1616,7.2674875,12.589131,0.2,187.52,Nevada,mean
20-25,1289,9.746137,18.641191,0.22,440.17,Nevada,mean
25-30,1037,14.055506,23.233421,0.22,354.08,Nevada,mean
30-35,928,16.968771,20.223433,0.26,171.35,Nevada,mean
35-40,905,22.134796,23.3383,0.25,225.54,Nevada,mean
40-45,865,27.451515,27.724314,0.4,308.35,Nevada,mean
45-50,908,34.713634,86.71311,0.74,2414.92,Nevada,mean
50-55,1095,38.40892,30.417475,0.38,424.67,Nevada,mean
55-60,1238,43.578117,30.578476,0.32,545.77,Nevada,mean
60-65,1329,52.234306,40.37801,0.33,964.31,Nevada,mean
65-70,942,66.3823,78.15856,1.9,2004.11,Nevada,mean
70-75,523,86.84476,87.93067,3.01,1669.31,Nevada,mean
75-80,346,134.20575,294.64124,1.94,5239.58,Nevada,mean
80-85,248,191.92464,400.28772,13.25,4841.83,Nevada,mean
85-90,143,279.23938,351.682,13.75,1581.52,Nevada,mean
90-95,11,353.8909,386.5639,51.2,1226.89,Nevada,mean
95-100,0,,,,,Nevada,mean
0-5,1512849,0.5174894,0.6066278,-0.17,81.86,Michigan,mean
5-10,51762,1.6899033,2.4127262,0.0,121.75,Michigan,mean
10-15,16981,3.36383,4.919406,0.0,374.07,Michigan,mean
15-20,10348,5.3073373,5.5322275,0.0,133.46,Michigan,mean
20-25,7848,7.3382683,7.1809545,0.0,233.01,Michigan,mean
25-30,6611,9.650058,10.221459,0.0,581.45,Michigan,mean
30-35,5702,11.861886,8.65829,0.0,116.53,Michigan,mean
35-40,5158,14.425799,9.901388,0.41,210.04,Michigan,mean
40-45,4417,17.832968,19.654272,0.44,828.84,Michigan,mean
45-50,3997,21.024788,12.327153,0.62,223.66,Michigan,mean
50-55,3605,25.147047,13.17707,1.26,126.65,Michigan,mean
55-60,3164,29.615925,14.696958,0.81,132.64,Michigan,mean
60-65,2378,36.413467,37.391155,1.17,1674.04,Michigan,mean
65-70,1689,42.12974,19.612568,2.24,163.89,Michigan,mean
70-75,1172,48.519444,31.087389,0.0,692.95,Michigan,mean
75-80,803,58.768394,32.52659,0.0,330.03,Michigan,mean
80-85,469,75.53561,90.92953,1.33,1769.59,Michigan,mean
85-90,187,87.551605,71.93412,8.99,475.37,Michigan,mean
90-95,1,96.16,,96.16,96.16,Michigan,mean
95-100,0,,,,,Michigan,mean
0-5,734040,0.6330123,0.85969615,0.2,172.42,Arkansas,mean
5-10,20853,2.4368882,3.208551,0.26,76.62,Arkansas,mean
10-15,7207,4.962128,6.0593996,0.32,141.39,Arkansas,mean
15-20,4023,7.695217,7.211861,0.37,82.57,Arkansas,mean
20-25,2999,10.560277,9.25425,0.42,139.71,Arkansas,mean
25-30,2395,13.856748,10.256372,0.42,101.08,Arkansas,mean
30-35,1993,16.663713,10.570423,0.64,129.16,Arkansas,mean
35-40,1672,20.335814,13.235279,0.76,129.75,Arkansas,mean
40-45,1378,23.908243,14.246063,0.46,115.01,Arkansas,mean
45-50,989,28.578716,16.744576,0.47,155.38,Arkansas,mean
50-55,695,33.69154,17.28801,1.17,134.17,Arkansas,mean
55-60,579,40.176582,19.997078,0.55,167.51,Arkansas,mean
60-65,382,45.6788,23.177435,5.44,150.82,Arkansas,mean
65-70,281,49.909145,25.346748,0.61,155.19,Arkansas,mean
70-75,179,55.540672,26.793726,5.01,162.07,Arkansas,mean
75-80,113,67.62407,28.73306,12.01,165.31,Arkansas,mean
80-85,54,66.82426,31.681509,5.06,143.25,Arkansas,mean
85-90,15,92.400665,34.429527,26.14,150.73,Arkansas,mean
90-95,0,,,,,Arkansas,mean
95-100,0,,,,,Arkansas,mean
0-5,649175,0.65741915,1.3476639,0.0,337.74,Mississippi,mean
5-10,19752,2.6022038,3.8927772,0.0,135.28,Mississippi,mean
10-15,6754,5.603274,5.942684,0.0,109.0,Mississippi,mean
15-20,4061,8.607998,8.406379,0.0,181.27,Mississippi,mean
20-25,3053,11.451903,9.288419,0.31,102.4,Mississippi,mean
25-30,2332,14.736806,14.751081,0.0,477.75,Mississippi,mean
30-35,1797,17.591919,11.875663,0.0,127.69,Mississippi,mean
35-40,1355,20.809423,13.092977,0.0,107.95,Mississippi,mean
40-45,1025,26.204174,18.954065,0.0,231.38,Mississippi,mean
45-50,747,30.977337,20.111086,0.0,245.48,Mississippi,mean
50-55,536,35.18153,23.647179,0.0,250.27,Mississippi,mean
55-60,387,43.430077,29.846289,0.0,258.15,Mississippi,mean
60-65,277,47.53668,40.119778,0.0,522.91,Mississippi,mean
65-70,200,51.319702,30.108698,1.34,190.62,Mississippi,mean
70-75,147,59.83789,33.77325,2.69,168.44,Mississippi,mean
75-80,67,84.3094,68.48314,13.08,350.59,Mississippi,mean
80-85,43,62.457672,41.65911,0.0,167.15,Mississippi,mean
85-90,13,126.66154,124.32042,35.23,459.2,Mississippi,mean
90-95,0,,,,,Mississippi,mean
95-100,0,,,,,Mississippi,mean
0-5,996398,0.6157511,0.76268077,0.14,125.42,Missouri,mean
5-10,27842,2.3842633,3.4821239,0.23,63.12,Missouri,mean
10-15,10328,4.626805,5.7489405,0.28,100.44,Missouri,mean
15-20,6150,7.7740846,7.7990317,0.36,124.39,Missouri,mean
20-25,4789,10.777298,8.971371,0.35,104.64,Missouri,mean
25-30,4350,13.710965,9.99561,0.48,111.88,Missouri,mean
30-35,4053,16.796827,11.779005,0.49,157.27,Missouri,mean
35-40,3636,20.071417,13.170814,0.52,143.52,Missouri,mean
40-45,2975,23.49974,14.637683,0.87,142.01,Missouri,mean
45-50,2191,29.28718,17.646152,1.07,182.22,Missouri,mean
50-55,1632,35.569527,20.235579,2.85,154.61,Missouri,mean
55-60,1279,42.94947,22.29066,2.22,180.7,Missouri,mean
60-65,962,49.099792,23.458344,4.48,166.63,Missouri,mean
65-70,744,57.360027,29.061466,5.48,277.38,Missouri,mean
70-75,529,66.89907,33.53809,5.46,291.33,Missouri,mean
75-80,291,80.8988,39.344357,13.63,239.98,Missouri,mean
80-85,228,89.4304,50.55938,14.32,338.05,Missouri,mean
85-90,117,119.57667,80.40187,25.9,411.39,Missouri,mean
90-95,1,61.08,,61.08,61.08,Missouri,mean
95-100,0,,,,,Missouri,mean
0-5,2549191,0.37686455,0.24996936,-0.28,57.44,Montana,mean
5-10,27573,0.8077881,1.3706007,0.07,34.23,Montana,mean
10-15,5673,1.7677771,2.920926,0.17,65.7,Montana,mean
15-20,2498,3.176229,4.4929047,0.1,74.47,Montana,mean
20-25,1484,4.793248,5.8413253,0.17,67.28,Montana,mean
25-30,1049,6.234109,6.50131,0.22,67.68,Montana,mean
30-35,844,8.513116,7.9871173,0.28,58.74,Montana,mean
35-40,732,11.031557,9.872764,0.38,71.37,Montana,mean
40-45,639,13.111612,10.052288,0.37,70.15,Montana,mean
45-50,611,16.964893,11.507128,0.47,67.27,Montana,mean
50-55,535,20.162039,12.5583935,0.47,77.88,Montana,mean
55-60,422,27.08519,15.397725,2.51,87.22,Montana,mean
60-65,292,30.255686,15.433059,3.54,82.48,Montana,mean
65-70,171,38.014034,18.86821,0.62,106.94,Montana,mean
70-75,117,40.928974,20.95954,0.42,103.52,Montana,mean
75-80,89,49.143257,25.3518,0.47,116.89,Montana,mean
80-85,40,59.9125,27.811638,2.26,128.26,Montana,mean
85-90,12,85.0725,39.588486,35.3,146.76,Montana,mean
90-95,1,57.41,,57.41,57.41,Montana,mean
95-100,0,,,,,Montana,mean
0-5,1216320,0.4546123,0.656853,0.09,255.08,Kansas,mean
5-10,21568,1.6389966,3.0297904,0.21,126.06,Kansas,mean
10-15,5948,3.9126227,5.163252,0.27,60.27,Kansas,mean
15-20,3449,6.690461,7.128511,0.31,65.41,Kansas,mean
20-25,2578,9.4606905,8.921139,0.29,103.95,Kansas,mean
25-30,2376,11.557374,9.258528,0.39,81.55,Kansas,mean
30-35,2199,15.225694,11.543883,0.41,121.7,Kansas,mean
35-40,2215,17.560637,12.155873,0.45,148.2,Kansas,mean
40-45,2067,19.800755,13.245819,0.89,151.31,Kansas,mean
45-50,1722,23.183008,15.037493,0.58,154.37,Kansas,mean
50-55,1303,28.89291,18.67583,1.17,230.42,Kansas,mean
55-60,944,35.196587,20.980522,3.64,154.77,Kansas,mean
60-65,662,40.486088,25.355373,1.78,340.91,Kansas,mean
65-70,468,48.973694,28.07768,2.58,326.05,Kansas,mean
70-75,321,57.729004,29.806572,2.41,204.19,Kansas,mean
75-80,164,65.11439,33.50863,13.31,189.22,Kansas,mean
80-85,146,81.001305,43.28288,4.75,278.24,Kansas,mean
85-90,45,105.58511,41.81132,15.0,198.32,Kansas,mean
90-95,1,142.63,,142.63,142.63,Kansas,mean
95-100,0,,,,,Kansas,mean
0-5,476833,0.91853917,1.1416621,0.31,165.76,Indiana,mean
5-10,40152,2.1716893,3.2804112,0.36,241.83,Indiana,mean
10-15,12176,4.5559263,5.249786,0.0,161.48,Indiana,mean
15-20,7054,7.5047235,7.0157332,0.0,133.44,Indiana,mean
20-25,5620,10.038323,8.334237,0.0,168.33,Indiana,mean
25-30,4705,12.865724,9.041861,0.54,87.85,Indiana,mean
30-35,4357,15.54482,10.705075,0.57,151.15,Indiana,mean
35-40,4118,18.320675,12.083849,0.0,161.98,Indiana,mean
40-45,3578,21.268147,12.303182,0.0,135.93,Indiana,mean
45-50,2899,25.68668,14.819704,1.08,185.58,Indiana,mean
50-55,2219,30.72082,16.633759,2.13,257.93,Indiana,mean
55-60,1777,35.962517,17.788328,0.0,157.1,Indiana,mean
60-65,1435,41.486996,19.658653,0.0,143.86,Indiana,mean
65-70,1097,47.338425,24.082005,1.93,240.35,Indiana,mean
70-75,795,53.463497,24.56289,0.0,175.82,Indiana,mean
75-80,521,59.71837,31.640871,0.0,308.67,Indiana,mean
80-85,325,70.22901,43.048595,0.0,318.42,Indiana,mean
85-90,174,78.87505,52.247917,0.0,306.06,Indiana,mean
90-95,7,58.888573,33.288616,17.37,109.86,Indiana,mean
95-100,0,,,,,Indiana,mean
0-5,1274234,0.37913823,0.33396164,0.0,43.09,South Dakota,mean
5-10,13090,1.2602131,2.5369515,0.11,64.82,South Dakota,mean
10-15,2826,3.3641722,4.641063,0.18,59.94,South Dakota,mean
15-20,1437,5.8293185,6.504229,0.2,77.42,South Dakota,mean
20-25,1033,8.339662,8.658835,0.23,101.72,South Dakota,mean
25-30,811,10.340518,8.847842,0.27,60.8,South Dakota,mean
30-35,707,13.191598,10.5690975,0.28,82.45,South Dakota,mean
